# epoch00,   epoch01,   epoch02,   epoch03,   epoch04,   epoch05,   epoch06,   epoch07,   epoch08,   epoch09,   epoch10,   epoch11,   epoch12,   epoch13,   epoch14,   epoch15,   epoch16,   epoch17,   epoch18,   epoch19,   epoch20,   epoch21,   epoch22,   epoch23,   epoch24,   epoch25,   epoch26,   epoch27,   epoch28,   epoch29,   epoch30,   epoch31,   epoch32,   epoch33,   epoch34,   epoch35,   epoch36,   epoch37,   epoch38,   epoch39,   epoch40,   epoch41,   epoch42,   epoch43,   epoch44,   epoch45,   epoch46,   epoch47,   epoch48,   epoch49
    89,    71,    82,    96,    82,    83,    81,    22,    14,    61,    11,    74,    75,    24,    53,    79,    74,     0,    69,     9,    52,    57,    24,    95,    24,    37,     5,    27,    53,    94,    40,    77,    56,    26,    61,    60,     7,    90,    40,    63,    45,    99,    17,    96,    97,    25,    73,    91,    22,    65
    90,    54,    99,    77,    42,    36,     2,    18,    52,    25,    67,    30,    66,    29,    96,    73,    79,    18,    22,    65,     9,    39,    40,    30,    10,    58,    20,    55,    40,    28,    16,    34,    97,     0,     5,    88,     6,    39,    42,    11,    80,    19,    24,    13,    82,    21,    51,    34,    37,    11
    91,     3,    33,    63,    49,    12,    41,    84,    35,    87,    88,    86,    86,     2,    48,    90,    91,    12,    17,    85,    72,    11,    92,     2,    65,    51,     1,    89,    69,    97,    31,    76,    91,    75,     2,    29,    84,    86,    38,    89,    75,    97,    15,    92,    94,    63,     6,    33,    69,     3
    92,    51,    13,    67,    35,    93,    90,    67,    53,    75,    52,     2,    45,    61,     4,    57,    93,    84,    35,    16,    50,   100,    13,     3,    61,    61,    54,    58,    26,    52,    35,    27,    84,    20,    67,   100,    45,    37,    35,    27,    85,     8,    88,     3,    14,    91,    90,    46,     7,    54
    93,    99,     3,    90,    33,    54,     6,    71,    96,    33,    66,    58,    52,     6,    18,     2,    17,    25,    98,    15,    32,    77,    66,     9,    52,    18,     3,    51,     4,    42,    62,    63,    92,    97,    89,    14,    86,    89,    59,    44,    20,    94,    41,    34,     1,    64,    31,    16,    97,    72
    94,    62,    87,    72,    11,    33,    87,    89,    80,    24,    93,    13,    60,    37,    19,    35,     4,    23,     6,    34,    17,    13,     9,    14,    13,    54,     6,    71,    92,    44,    50,    93,    22,    22,    42,    85,    90,    51,    99,    41,    34,    72,    64,    22,    36,     7,    68,    56,    80,    96
    95,    29,    64,    95,    95,    20,    11,    37,    48,     9,    61,    34,    18,    22,   100,    24,    88,    38,    63,    54,    43,    18,    65,    86,    56,    80,    64,    78,    58,    62,    12,     6,    33,    61,    68,     1,    88,    58,    19,    57,    64,    66,    50,    67,    66,     4,    46,    69,     1,    22
    96,    77,    88,    61,    80,    95,    25,    30,    28,    21,    57,    55,    72,    55,     1,    30,    75,    47,    29,    26,    26,    69,     5,    70,    47,    67,    52,    36,    16,    98,    54,    26,    66,    72,    58,    61,    34,    87,    72,    59,    43,    82,    12,    52,    65,     3,     5,    23,    50,    20
    97,    88,    55,    66,    37,    66,    16,    51,    91,    16,    17,    60,    36,    51,    28,    66,    51,    16,    78,    35,    24,    65,    72,    43,    83,    10,    73,    20,    20,    51,     5,    73,    79,    52,    85,    93,    48,    12,    80,    50,    50,    24,    27,    69,    67,    56,    88,    76,    58,    25
    98,    69,    47,    50,    14,    32,    37,     4,    58,    64,    98,    40,    53,    16,    12,    40,    94,    89,    65,    42,     0,    26,     4,    39,    79,    52,    18,    92,    93,    91,    52,    59,    68,    10,    34,    68,    81,    52,    90,    85,    17,    93,    44,     4,    55,    24,    97,    51,    39,    73
    99,    34,    48,    54,    51,    64,    76,    66,    99,   100,    23,    48,   100,    94,    69,    65,    47,    17,    96,    82,    27,    20,    96,    29,    77,     7,    32,    97,    65,    53,    68,     8,     4,     2,    16,    98,    98,    30,    41,    14,    56,    36,    31,    94,    56,    26,    55,    38,    20,    64
   100,    40,    16,     4,    24,     4,     7,     8,    97,    54,    35,    12,    43,    38,    25,     9,    59,    76,    99,    75,    12,    91,    10,    77,     1,    56,    91,    28,    94,    79,    30,    90,    85,    42,    73,    12,    13,     6,    11,    64,    14,    69,    59,    43,    80,    69,    83,    35,    30,    87
