# epoch00,   epoch01,   epoch02,   epoch03,   epoch04,   epoch05,   epoch06,   epoch07,   epoch08,   epoch09,   epoch10,   epoch11,   epoch12,   epoch13,   epoch14,   epoch15,   epoch16,   epoch17,   epoch18,   epoch19,   epoch20,   epoch21,   epoch22,   epoch23,   epoch24,   epoch25,   epoch26,   epoch27,   epoch28,   epoch29,   epoch30,   epoch31,   epoch32,   epoch33,   epoch34,   epoch35,   epoch36,   epoch37,   epoch38,   epoch39,   epoch40,   epoch41,   epoch42,   epoch43,   epoch44,   epoch45,   epoch46,   epoch47,   epoch48,   epoch49
   533,  3880,  2826,  2268,  4164,  2599,  2598,  1154,  4268,  1254,  2259,  3399,  3356,  3259,  3290,  2582,  1528,   142,  1852,  1013,  2106,  3166,  4084,  3642,  3085,  1234,  1960,  3893,  1766,  3975,  3438,  3991,  1371,  4082,  3992,  2951,  3071,  3478,  1410,  1538,  3043,  4001,  3164,  4030,  3907,    74,  2345,  1581,  1425,  4266
   534,  2003,  3469,  1999,  2972,  3624,  2770,   679,  3099,  3490,  3953,  2261,   925,  1868,  2973,  3585,  2459,  3515,  3783,    92,   319,  1652,   658,  1231,   621,  1426,   824,  3637,   912,  1351,   683,  3355,  3093,   623,  1598,  1892,  1481,   887,    88,  3199,   546,  1007,  1427,   526,  1806,  1039,   759,   826,    25,  4144
   535,  3851,  2343,  1596,  2558,   529,  3274,  1311,  3543,  3784,  1067,  1541,  2467,  1916,   948,  1281,  1719,  3974,  4086,   152,   321,  2370,  3303,  1744,  3446,  3355,   226,  1228,  1022,  1966,   339,  1148,   310,  2844,  1151,  1998,  1816,  3379,  1146,  3097,  1955,  2051,  4166,  3723,  1592,  3174,  3944,   192,  2480,  1101
   536,  2534,   110,  3943,  1522,  1720,  2328,  1065,   602,  3910,  1673,  1089,  3622,  1545,  1822,  2951,  2202,  1151,  4293,  2831,  3456,  3945,  4215,  1176,  3934,  4115,  3542,   523,  1155,  2277,  2820,  1587,  3207,  2998,   223,  3881,  3929,  1052,   172,  2673,  2032,  1211,  2523,  2647,  4290,   712,  1215,   904,  2472,  3828
   537,   689,  3942,  2775,   539,  1545,  3695,  1867,  2276,  2266,  2517,  4153,  2825,   196,  2970,   506,   950,  3539,  1801,  1340,   501,  2781,  2195,  3360,   590,   120,    92,   777,  1017,   375,   493,   392,  1581,  1616,  2090,   859,   850,   366,  1447,  3351,  3572,  1009,  3171,  1704,  1576,  1632,  2910,  3042,  2812,  4145
   538,  4117,  2093,  2909,  3696,  1829,  1283,   688,   693,  2746,  2480,  2871,  3429,  1632,  1092,  3208,  2542,  3521,  1538,  1564,  2192,  2257,  2988,  2404,  1543,  3031,  3103,  1022,  1703,   569,   886,   835,  4047,   296,  1168,   747,  2295,  3691,     3,  1641,  1256,  3361,  4047,   461,  2916,  1036,  1887,  1253,  1957,  2016
   539,  2598,  3669,  2715,  2732,  1839,   863,  1172,  4131,  2914,  2043,  2554,  3565,  1845,   220,  1993,  4040,   638,  2377,  1407,  1101,  3802,   744,  1427,  3256,  2716,  2232,    75,  1873,  4260,  3534,  2636,   118,   712,  1127,  1183,  3827,  3861,  2592,    88,  3573,  2764,  2575,  3551,  3155,  2599,  1719,   902,   994,  3424
   540,   402,    50,  3271,  2042,   181,   898,  2707,   248,  1487,  3997,  3132,   383,  3741,  2850,  3586,   611,  1369,  3152,  2562,  2121,  1100,  1889,  1733,  3027,   507,   129,  1352,  3113,  3964,  2401,  4042,  2237,  3590,  2320,  3159,  1826,  3498,  2256,  3910,  1273,  3701,  2446,  3146,   908,   455,  4158,  1639,  2153,  2936
   541,  3340,  4259,   651,  2479,  1190,  4274,  4240,   350,  1093,   849,   338,    66,  3892,  2872,   994,  2609,  1813,  3912,  1259,  2574,  2703,  3718,  1168,  2910,  3221,  1026,  4048,   609,   807,   412,  2610,  4039,   686,   229,  3922,  4210,  1037,  4040,   721,  2662,  1525,  1735,  2231,  3896,  2893,  2959,  1199,  3698,  1571
   542,  1103,  2280,  3118,   493,  1083,  2125,  2501,  3307,  2772,  2118,   602,  3701,    92,  3737,  3977,  4301,  3184,  1373,   877,  3872,  3244,  3970,  3091,   544,   435,    39,  1770,  2532,   911,  1920,   319,   272,  1641,  3864,   131,  1267,  2639,   551,   952,  2252,  3842,  3379,  2041,  2090,  2291,  1693,  3863,   579,   616
   543,  1158,  4126,  2130,  3809,  1678,   910,   517,  2093,  4135,  1189,   974,   180,  2327,  2416,   676,   207,  3625,   474,  1203,  3168,   351,  2470,   455,  3937,   324,   429,  4293,  4303,  2541,  3853,   741,   738,   266,  1839,  4285,   813,  2568,  2055,  1746,   784,   349,  3845,  2645,  2128,  1396,  2875,  1884,  1646,  2019
   544,    15,   455,  1775,  1436,  3853,  3410,  2248,  2233,  3658,  2666,  2151,  1500,  2634,   937,  1967,  1539,  1401,  1700,  1409,  4281,   614,  3662,  1196,  3570,  2062,  2203,  3308,  3928,  2666,  3262,  2044,  1339,  2352,  4157,  3562,  2471,  2572,  1441,   595,  2248,    37,  2823,  2969,  2682,  1765,   332,  3184,   989,  1330
   545,  2581,   677,  3956,   775,    65,  2788,  4079,  2814,  3319,  1624,  3957,  1188,  2456,  3213,  1690,  3263,  2720,   693,  2328,  3984,    96,   942,   520,    31,  1798,  3461,  2635,  2581,   505,   863,   143,  1528,  2411,  3264,   513,  4121,  2505,  3566,  3594,   306,  1146,   264,  3053,  3693,   403,   640,  1403,  1359,  3004
   546,  3602,   226,  3213,   590,  1319,  2236,  3299,  1701,  2639,  2732,  2387,  2422,   131,   421,  4191,  4172,  1689,  1830,  2184,  3818,   986,   207,  1691,  1835,  1590,  2373,  3315,  2306,  1695,   500,  1688,  3107,  3668,   317,  2527,  3166,  1100,  4280,   569,  4157,   105,  1248,  4042,    84,  2859,   376,  2262,  1551,   776
   547,   505,  1547,  3762,   750,   819,   165,  3996,  2590,  1507,  1288,  2777,  1072,  1991,   964,   179,  1327,  3134,  3381,   134,  1489,    22,  1195,   903,  1257,  3641,  4206,  3505,   511,  4057,   761,    88,  3791,  2978,  1252,  2852,  1756,   542,  1080,  4194,  3826,  1461,  4032,  4205,   279,    60,  1677,  1913,  2776,  1753
   548,  4150,  2308,  3042,  1983,  1486,  3185,   484,  4190,  4182,   762,  2298,   287,   907,  1359,  3783,   179,  4009,  2527,  1224,  3577,  3920,  2665,  1936,  2033,  3195,  3549,  4154,   681,  3221,   724,  3392,  3129,   232,   168,  4224,  3665,  1867,   103,   266,   607,  3283,  2314,   758,    99,  3587,  1729,  4151,   612,  2696
   549,  1482,   630,  1686,  3413,  3706,  4266,  1474,  2072,  2874,   479,  3698,  2956,   674,   135,  3038,   995,  3046,  4213,  1319,  1462,  3529,  3326,  4003,   192,  3094,  1406,  1594,  2397,  1639,  3359,  1177,  2787,  2909,  2529,   317,  1496,  1139,  1477,  2534,  2284,  4278,  1623,  2113,   109,  1527,   651,  2991,  1344,  4231
   550,   874,  1857,  2623,  4180,  4255,  1000,  3185,  1330,   188,  1605,  2798,  2299,  1190,   715,  3427,  4007,  2464,  2676,   619,  3180,   646,  1019,  2658,  3389,  2614,  3424,  2370,  1188,  2826,   600,   190,  4128,  2545,  3397,  2536,  3676,  3262,  3040,  1094,  3401,  3321,  2999,    79,  1914,   284,  1336,  3790,  3938,  3000
   551,  1846,  2803,  2634,  3985,   908,  1493,  2368,  3884,  3945,  1294,   162,  2495,  1926,   557,  2377,  1743,  2078,  3932,  2940,  2974,  2448,  4182,  2157,  1190,  1981,  3486,  3857,  1901,   716,  3669,   492,  1028,  3732,   464,  3642,  3520,  2089,  1161,  2130,  2754,  3676,  1798,   402,  3556,  3886,  1436,  1118,   582,  3697
   552,  3334,  2029,  3890,  2363,  3313,  3381,  2710,  1326,  3045,  3406,  3817,  1096,   632,  2566,   658,  3828,  2127,  2979,  1806,  2784,  3467,  1563,  4258,  3149,  4245,  2180,   654,  1829,  2946,  4100,   716,  1473,  3873,  1042,   619,    80,   981,   845,  1521,   748,  2856,   409,   194,  1610,  1941,  2935,  3992,  2621,  1884
   553,  3901,  4232,  1093,  3945,  2530,   984,  2020,   452,  1336,  3451,  3184,   905,  3108,  3141,  2002,   628,  3410,  2931,  3676,  1764,  2532,  3102,  2951,  2078,  4288,  4222,  3600,  3611,  3651,  2212,  3434,   825,  2653,   590,  2082,  2939,  3537,  2183,  1934,    39,   954,   967,  3107,   745,  1476,   372,  3142,  3720,  2971
   554,   271,  2557,     3,  4045,  2930,  1632,  2260,  2932,  3655,  1364,  2889,    85,  1080,  4084,  1505,   830,  1433,  1032,   149,   920,   637,  2049,  2514,  2497,  2170,   345,   752,  3681,  3536,  1520,  1647,  1813,   749,  2804,  3846,  4268,    83,  2065,  3443,   316,   677,   638,   178,  1897,  3474,   830,  3120,     6,  1735
   555,   333,  1416,   348,  4223,  3783,  1769,  1289,  3106,  1293,  2798,  3305,  3262,  3380,  3864,  3359,  1185,   907,   493,  2964,  4067,  3566,  2507,  1301,  2343,  4010,  2420,   634,  2464,  1526,  2429,   301,   608,  3103,  3485,  3852,   806,  1193,  3083,  2317,  3726,   396,  4165,  1525,  1835,  1622,  1970,  3163,  1363,  2031
   556,   487,  3612,  2706,  3857,  3546,  3142,  2592,  1870,   335,  1234,  2877,  3212,  3976,  2436,  1199,  3573,  1959,  1411,  3672,  2903,  1718,  3108,   701,  1996,  3684,  1149,  4042,  1768,  2841,  2018,  1464,  1886,   726,  2712,  1563,   946,  2476,  1380,  4163,  1037,   610,   183,   411,   216,   488,  1665,  3483,  3791,  2766
   557,  3062,   152,  3544,  1938,  1223,   279,   496,  3895,  1207,   566,  2280,    32,  4119,  3869,  1638,  2739,  1569,  2162,   975,  4223,  2610,  3394,  1114,  3692,   193,  1668,  2041,  1213,   100,   919,   296,  3655,  3276,  3769,   540,  3693,  1273,  1599,   769,  1834,   172,   537,  2245,  2290,  1645,  4009,  2334,  3451,   795
   558,   586,  1365,  3487,  1544,  2452,  3684,  1885,  1207,  1418,   410,   726,  2843,  2277,  1730,   640,  1733,  3100,  1814,  1664,  2499,  2848,  1838,  3422,  3525,  1714,  1033,  3282,  3075,  1736,  4179,  3151,  3559,  1302,  3872,  3069,  2931,  2611,  1803,   789,  1231,   918,   229,  4201,  2787,   820,  1752,  3111,  1062,  3553
   559,   257,   270,   492,  3867,  2057,  3646,  2143,  1165,   905,  3873,  2154,  1277,  3898,  3938,  3180,  1213,   390,  1215,  1812,  3866,  3972,  3656,    66,  2060,  1074,  1510,  3784,  3874,   985,  1302,  2365,  1511,  2431,  4271,   655,  3277,   778,  4160,  3217,  2993,  4242,   238,  3823,  3269,   204,   786,   689,  3257,  3778
   560,  3533,  2881,   951,  3196,   214,  3922,  3214,   261,  4088,  1180,  3961,  1755,  3493,  4179,  3816,  1160,  2259,  3538,  2990,  3501,  3035,  1425,  3073,   976,   371,  1813,   896,    39,  1973,  3830,  4113,  1594,  3820,  3542,  3229,  2422,  1979,  1366,  1774,   865,  1688,  2420,  3628,  3625,  3672,  3666,  2827,  1345,  2699
   561,  3522,  2442,  4149,  3692,  1343,  2633,  4000,  2573,   218,  2776,   418,  2907,    18,  1362,   695,  2809,  3122,  1611,  1195,  3293,   191,  3968,  1033,  3360,  2907,    53,   855,  3646,   132,  1128,  2488,  2060,  2084,  1763,   460,   120,  2744,  1586,  2438,  3996,  3233,    52,  3464,  3997,  1278,  3347,   798,  2541,  1953
   562,  2284,  2422,   702,  2423,  1103,  1529,  2938,   507,   785,  2660,  2849,   545,  2028,  4060,  2995,  3103,  1325,  3685,  3738,  3688,  2932,  3413,   282,  3715,    96,   827,  1494,  3460,  1371,  3345,  2068,  1612,  2536,    22,  2964,   785,  2460,  1086,  3861,   767,  1741,  3531,  3324,  3082,  4225,  1746,  1780,  3103,  1442
   563,  1161,  4127,  1326,  1060,   538,   978,  4291,  1315,  4214,  3516,    38,   971,   443,   209,  1654,  4152,  2109,  2023,  1335,   670,   363,  2962,   245,  1367,  1183,  1834,  3224,   353,  2044,  3646,  1096,  1894,   110,  2590,  3718,   998,  3440,  2441,   731,   721,  1641,  3011,   967,   355,  3805,  1617,  2175,  2823,   923
   564,  3646,  3287,  2357,  2948,  3310,  3688,  2641,  2705,  2692,  3246,  3314,  3432,  4016,  4280,  1060,  2091,   752,  3373,  3507,  2652,  1666,  1777,  1825,  4078,  2418,   629,  1152,  3881,  1648,  2684,  3475,  3618,  3156,  3637,  3058,  2174,   415,  2981,  2237,  1495,  3729,  1447,  2711,  3227,  4109,  1788,  1301,   200,  2024
   565,  1922,  1215,  1912,   766,   890,  2632,  3761,  3864,  1178,  4157,  3481,   897,  4051,  1673,  1577,  1309,  3442,   327,  2609,  1435,  3278,  1468,  3179,  1132,   281,  1367,  2226,   805,  3880,  1501,   874,  2081,  2538,  3747,  1524,  1019,  3887,  4181,   343,  3712,  3048,  2949,  3616,  2961,  1199,   381,  3028,  2433,  1400
   566,  1293,  3511,  2508,  2852,  3118,  2232,  2278,  1324,  3088,  4301,  1785,  1262,   509,   770,  2290,  3918,  3101,  2468,     9,  3870,  3917,  2245,    36,  1376,  1414,  2592,   966,  3904,  3636,  1967,   459,  1895,  2760,   691,   108,   920,  1252,  2062,  3448,  3747,  2633,  4143,  3992,  1149,  4049,  2037,  3837,  2716,  3095
   567,   254,  1987,  4041,  1447,  3606,   979,  3092,  4022,  1076,  3557,  1656,  1917,    17,  3790,  1728,   781,   267,  1282,  1917,  3209,   319,  3566,  1330,    35,  3698,   645,  2324,  2604,   820,  1441,  1249,  1750,  2174,  2129,  2676,  4044,   564,   101,  2447,  2773,   823,  4189,  2030,  1970,  2438,  1353,  3877,  1309,  2700
   568,   864,  3671,  3432,  2686,  3121,    31,  4122,  3514,  2013,   177,   415,   177,  3650,  3075,  2174,  2519,  2969,  1095,  4249,  2174,  2364,  3170,  2433,  3393,  1594,  1577,  3500,  3679,   304,  1981,  2698,   747,  1044,  1931,   417,   778,  2815,  1819,   815,   991,  3251,   715,  3776,  3363,  2385,  2991,  3463,  2795,  3042
   569,  1634,  2104,  3206,  2000,   443,  1362,  2967,  3631,  1947,  3126,  3002,  1597,   306,   615,  1875,  1667,   993,  1947,  2352,  1324,  3548,   915,  1281,  4220,   911,  1143,  3137,   490,  1427,  2251,  3689,  1357,  2228,  1055,  2054,  2477,  2111,   417,   758,  1880,  1629,  4154,   113,   848,  4275,  2583,   152,  3848,  1202
   570,  2623,  1540,  1877,   966,  2628,   564,  3382,  3473,  1718,  2704,  2001,  3139,  3422,   712,   941,  1442,  2166,  2761,  1445,  3483,  1339,  2558,  4081,  2202,  2929,  2264,   526,  2797,  2216,  1486,   329,  2280,   799,  2873,  1606,   571,   298,  3471,  1326,  1316,   165,   787,  1166,  1512,  1280,  2166,  2101,  2870,  2739
   571,  1458,  3075,  3699,   578,  2777,   857,  1284,   646,   515,  2640,   829,  1711,  3101,  3875,  1803,  1286,   965,  1127,  2018,  4303,  2161,  3682,  4221,  3230,  2652,  2501,  3920,  1172,  1075,  3619,  2768,  1734,  2339,  3941,  3909,  3337,  1431,  1019,  2398,   911,  2815,   808,  1434,  2825,   276,  2105,   770,  2558,  2489
   572,   283,  3742,  4197,  4059,  2814,  2649,  1734,  3302,   222,  2604,  3854,   898,  3854,  1434,   947,  1696,  1238,  4259,  1875,  2722,  3112,  2426,    94,   517,   351,   560,   401,  2077,  2803,  1547,  3298,   926,  3730,  2031,  2291,   548,   240,  1982,  1043,   426,  4152,  3800,  1951,  3513,  3574,   794,   187,  2779,   702
   573,  1802,  2158,  4190,    56,   733,   693,  2993,  2968,   367,  3166,   671,  3009,  1239,  1387,   998,  2748,  2497,   698,  1390,  3030,  2384,   641,  2389,  2189,  3790,  3165,  2283,  3473,   956,  1418,  3654,  3697,   124,   528,   652,  4107,  1374,    19,  1245,  3453,  2041,   479,  2631,  3596,   471,   521,  2552,   817,   295
   574,  2062,   436,  1131,  2146,  1130,   820,   277,  4277,  2990,  3332,  1900,  1405,  3137,  1107,  2648,  3018,  3362,   827,  1843,  3862,  2984,  2375,  1359,  3418,   131,   745,  1713,  3863,  3418,    69,  2199,  3085,  2070,  2254,  3446,   153,  2934,  2927,  2657,  2499,  2035,  2111,   674,  3597,  1906,  2512,   889,  1728,  3133
   575,  3185,   577,  2595,  3853,    80,  2408,   629,  3293,  2012,   156,  3867,    57,  3778,  3821,  1974,   498,   701,  1819,  4066,  2796,  2656,  3802,  1059,  3088,   998,  3012,  1500,   829,  2642,  2489,   757,   863,  3841,  1929,  3604,  3493,  3044,   158,  2813,  4195,  1975,    12,   405,  3160,   601,  2306,   661,  1784,   391
   576,  2877,   955,  1850,  2759,  3377,   723,  3524,  3816,  3188,  1771,  2181,  2032,  4288,  3655,  2417,   989,   630,  2788,  2915,  3242,  1659,   738,  1704,   823,  1830,  4079,  1037,   613,  3680,  2856,  1285,  3891,  2537,  3509,   170,  2501,  1008,   504,  2722,  2823,  1179,  1024,   820,  2315,   761,  3788,  1185,  2430,  2314
   577,  3559,  4063,  1379,   504,  3733,  1247,  3077,  4141,  4265,  3031,  4303,  1784,  2223,   576,  2752,  2882,  3446,  1257,  2135,  2473,  2464,   423,  2116,  3011,  1915,  1941,    79,   302,   407,  3205,  2525,  2249,  4129,  1211,  3096,   106,  1991,  1848,  1678,  1263,  3514,  3717,  1993,  3048,  3981,  1576,  1499,  3102,  3728
   578,   338,  1069,  1575,  1770,  4204,  2799,  1589,  2221,  2840,  3326,  3513,   386,  2880,  3913,  1073,  3192,  1152,  1716,  1371,  2242,   585,  1094,  2746,  3855,   292,  2706,   884,  2016,  2135,  1706,   956,  1295,  1548,   631,  2566,  1130,  2313,  1659,  1197,  2434,  2552,  3987,  2694,  1612,  3454,   341,   856,  2047,  2516
   579,   969,   998,  1801,  2186,  1035,  2836,  3985,  3910,   914,   248,  1078,   827,  3523,  2421,  1066,   966,  2069,  2540,  2699,   241,  1193,  2104,  1595,  3607,   858,  3883,  2965,  2790,  3082,  3038,  2917,  3774,  4053,   843,  1607,  3865,  3368,  2003,  1159,  3319,  2423,   310,  2395,   331,  1210,  3567,  3768,  3473,   732
   580,  2020,  3973,  2413,  4002,  1348,   504,  2929,  1245,   449,  1382,   915,  1031,   837,  3368,  2339,    52,  2605,  2301,  3330,  1297,  3072,   972,  1474,  1763,  1912,   119,  4294,  3420,  1350,  1037,  1752,  3834,  2956,  2011,  1224,  3770,  1678,  1144,  3907,  3486,  4036,  2558,  3567,  1139,  3378,  3687,   421,   529,  1612
   581,   540,   388,  3999,  1119,  3899,  3320,  4054,   347,  2871,  2956,  1157,  3555,  3339,  3676,   290,  2128,   650,  3018,  2927,  2247,  2164,  2567,  1872,  3866,  1254,  2351,  3661,  3809,  3729,  3435,  2691,   239,  4252,  1684,  4074,  3784,  3051,   203,  3540,  4091,  1419,  2103,  4047,  3606,  3138,     4,  3815,  3887,   870
   582,   575,  1995,  3905,   252,  3175,  2267,    15,  1304,  2775,   279,   635,   978,   726,  1826,  2947,  1593,  1738,  1981,  3156,  3330,  2167,  3543,  3964,  2395,  2516,  3947,  2437,   434,  2438,  1581,  2889,  1576,  1423,  1938,  2688,  3947,  3383,  4106,  3270,   935,  3305,  3075,  4017,  2638,  1672,   697,  3173,  3297,  1425
   583,  1351,  4183,  1308,  1869,   628,  3595,   612,   874,  1259,  2267,   184,  3865,  4276,    42,  4230,   516,  2222,  2381,  1994,   348,  2988,  3230,   483,   472,  3003,  4254,  3406,  2618,  4105,  3593,  2902,  2009,  3415,  4130,  3616,   194,   134,   344,  2305,  1730,  1692,  1286,   569,  1745,  1943,   717,  2913,  1265,  2387
   584,  3472,  3941,   264,   456,  3627,  1004,  2919,  2394,  1411,  4048,  2034,   360,  3167,  3093,  2988,  2991,   771,  3867,  2045,  1776,  2077,  2070,  2952,  2185,  2460,  3733,  2648,  2653,   274,  1752,   910,  3415,   257,   194,  2713,  3272,  3101,  3934,  1304,  2112,  3384,  3895,  2543,  3221,  1947,  3978,  1102,  2429,  2042
   585,  2332,  3018,  1532,  2668,  3872,  1690,  3690,   238,  1783,   338,  1461,   486,  1575,  1379,  2103,  1310,   901,   676,   730,  2352,  3924,  1910,  1349,  3260,  3526,  1294,  2233,  3925,  4096,  1493,   520,  3552,  4156,   583,  1624,  3978,   957,  1264,  1910,  1328,  1032,  3697,  2865,  3910,  3302,  1542,   907,  3652,  2275
   586,  2837,  1005,  1667,  2725,  1724,  2404,  3038,  3582,   415,   702,   290,  1973,   458,  3180,  1320,  3054,  2696,  1319,  3427,  3238,  4147,  4045,  4128,  2740,  2484,   839,  3320,   913,  1927,   593,   678,  1021,  3561,  2243,   167,  3988,  1927,   222,  2800,  1445,  2976,  1951,  3846,  2900,   470,  3029,  3128,   197,  1990
   587,  1622,  3143,  3053,   631,  3383,  1694,  3268,   917,  1623,  2993,  3964,   979,   223,  2901,  1024,  1986,    64,  1879,  1410,  1659,  3625,   517,  2171,  1051,     0,  2851,  2693,  3572,  3738,   546,  3231,  3561,  3892,  2641,   183,  1091,    54,  2338,  4006,  2207,   475,  3088,  3043,  2739,  2190,  1281,  2100,  3697,  3510
   588,   495,  3645,   680,  3461,     1,  3651,  1024,  1129,  1886,  1313,  1007,  1727,   327,  3017,  1028,   360,   426,  1245,  1383,  1299,  2233,  3033,     1,  1472,  3699,  3756,   713,  1177,  1852,  3199,  2972,  1952,   873,  1493,   271,  1059,  3152,  1912,  3335,  1641,  2601,  3640,  3458,  3033,  3060,  1379,   176,  4245,  1046
   589,  2691,  3063,  3457,  3364,  3102,   795,  2499,  3681,    74,   715,  1633,  3751,  1823,  4114,  1857,  3502,  3705,   889,  2394,  3822,  2775,  3552,  2501,  1499,  2732,  2346,   805,  2164,   390,  3054,  1300,  2033,  4296,    19,  4288,  1247,  4170,  3499,   958,  3041,  3470,  1587,  3239,  3588,  1241,  3850,  2895,  2689,   511
   590,   155,  1060,   938,  3528,   854,   818,  1891,  4283,  1094,  4202,  1370,  2110,  2118,  3008,  2214,  3718,  1000,  2769,  3966,  2018,   606,  3533,  3207,  1269,  2453,  1280,   739,  3873,  3179,  2258,  1774,   728,  1952,   384,   510,  1052,  2783,  3136,  2148,  4067,  1304,  1664,    19,    25,  3108,  1400,  1787,  1537,  2475
   591,  2399,   661,   466,  3362,  3001,   483,  1575,   512,  2185,  4109,  1176,   976,  1834,  1310,   442,  3462,  1955,  4178,  3670,  4306,  4042,   629,  3240,   596,  2177,  1880,  3496,  1675,  2910,  3475,   865,   257,   249,  1904,   756,   616,   824,  3253,  1419,  1063,  2518,   533,  2397,  1754,  2797,  2141,  1285,  2523,  2408
   592,  2880,   734,   519,  3315,  2907,  1760,   685,  1209,  2247,  4022,   562,  2034,  3855,  2205,  3052,  1675,   919,   785,  2624,  2259,  3287,  2625,  1670,  3591,  2936,   649,  3349,  2400,  2936,  2057,  4281,   449,    85,  2014,  1660,   668,  2820,  4006,   372,  2675,  3516,  3482,   305,  3156,  2120,   320,   209,  3442,  2725
   593,  3607,  2789,  2679,  1981,   823,  1663,  3313,  1916,  1123,  1950,   733,  4105,  1316,  3275,  1264,  3542,  1378,  3929,   635,   457,  3641,  1719,  1803,  1234,  2348,  1215,  1873,   289,  2061,  3725,  2479,  3376,  2696,  2465,  1893,  3354,  1274,  4086,  2409,  2084,  3281,  2587,  1200,   831,  1266,  4133,  1993,  1251,  1142
   594,  4300,  2320,  1237,  1009,  1661,  1956,  4078,  3959,   528,  2845,  1938,     1,   167,    14,  3703,  1821,    98,   624,  3564,  3678,  2640,  2591,  4286,  1890,  2582,   506,  1512,  1671,  2584,   766,  3542,  3386,   923,  4228,  4124,   372,   519,  3844,  3902,  1320,  1805,  3143,  2627,  1241,   441,  2491,   126,   270,   332
   595,  2181,  1491,  2858,   820,   781,  1933,  2028,   279,  1351,  3513,  3537,  1323,  3334,    51,    44,   307,  1320,  3194,  3639,  4011,  3046,  1133,  1978,  3385,  3073,   338,  4074,  2277,  2394,  3958,  2102,  1158,  2357,  2961,   428,  2789,  2092,  2896,  2543,  3131,  2085,  2627,  3662,   479,  1101,  2821,  3160,  1600,  1467
   596,  1666,   496,     6,   731,  4038,  2738,  3583,   570,  2425,  3937,  1815,  1243,  2927,  2365,  1272,  3389,  1233,   361,   482,   188,   945,  1040,  4074,  1420,  2011,  3909,  1552,   599,   983,  1602,  1292,  1242,  3201,  4077,  3511,  4177,  3983,  4198,  3262,  3623,  1323,  3506,   548,  3317,  2226,  1724,  3799,  2659,  3673
   597,  2074,   327,   965,  2220,  1584,  2486,  2690,    57,  2725,  2428,  2074,  3276,   333,  2932,   264,  1151,  2006,  2241,  4137,  2950,  3307,   865,   918,   210,  3654,  3472,  2569,  1111,   181,   398,   303,   587,  1476,  1544,  2912,  3097,  2432,  2598,  1814,  1976,  4246,  2470,   294,  1465,  4006,   391,  2574,  1027,  4131
   598,   483,   620,  1773,  2578,  1977,   355,   232,   630,  4103,  2616,  4115,  1432,    29,  1326,  4037,   760,  2378,  3553,  4128,   561,    70,   124,  2475,  1916,  2625,  1802,  1587,  1012,  1002,  2608,  3101,  1701,  1207,  4043,  1912,  2010,  3542,  1012,  3438,  2200,  4240,  3726,  1391,    18,   735,  2447,  4097,  2583,  3311
   599,  2448,  3417,  2677,  3251,   783,  3895,  2385,  4106,  2019,  3006,  1975,  1614,  1337,  3232,  2184,  2325,  3236,  1220,   477,   706,   972,  2939,  3335,  4022,  4210,   523,  2144,  2208,  3814,   210,  2998,  2664,   956,  1685,  2272,  1154,  3441,   865,  2364,  2947,  3249,  1881,  3686,   502,  1809,  2277,  3772,  2177,  4006
   600,  3690,  1267,  3249,  3235,   341,   219,  4299,  2918,    57,  3707,  1159,  1989,   908,  1989,  1987,  2544,  4150,   917,  1916,  2158,  1675,  1502,  3270,  3968,  1773,  1103,  2571,  4161,  1936,  1358,  3026,   648,   828,   955,  1474,  3731,  2798,  2170,  3045,  1678,  3106,   862,   900,  2497,  1664,  1317,  3061,  4185,  2500
   601,  2389,  1911,   862,  1826,  1837,  1058,  3025,  1233,  3383,   504,   139,  2148,  3973,  1814,  1490,  1591,  1952,  1541,   741,  3664,  4000,  2756,  1356,  4032,  2317,  1954,   601,  1014,  2557,   390,  2155,  2683,  3404,   220,  2226,  1863,  2258,  4010,  1507,  3127,  1078,  2899,  1379,  1231,  2794,  1422,  1404,  4118,  4027
   602,  1903,  1593,  3966,  3996,  4147,  3475,  1185,  2440,   784,  2086,  2926,  2983,   277,   954,  1957,  3496,  2292,  2070,   867,   694,  3120,  4003,  1288,  3730,  4222,  2427,  2483,  2310,  2853,   501,  2744,   714,  3560,  1832,  2296,  1104,   506,  2887,  1019,  4135,  1875,  2402,  2822,  3968,   736,  4292,  2608,  2931,   676
   603,  2625,  4098,  1601,  2690,  4240,   702,  3008,  2636,  3868,  2076,  2884,  2419,  3948,  2882,  1374,  2788,  3287,   975,   994,   143,  3946,  3837,  3957,  3886,   945,  1569,   532,  2577,  2719,  3186,  2911,  1148,  1494,  3192,  1761,  3682,   737,  1569,   312,   776,  2477,   481,  3856,  2963,  1271,  2857,  4121,   550,  3660
   604,  1590,  3475,  2038,  2883,   725,  1958,   808,  3850,  1235,  3436,  3739,  3940,  3601,  2616,  1491,  1805,  2793,  1558,   699,   949,  3106,  1815,  3055,  3760,  2796,  2759,  2376,  3218,    48,  2193,   381,  1235,  3893,  1680,   120,  1051,  2910,  3711,   887,   657,   104,  4076,  1876,  3036,  4250,  3417,  3159,   335,  2584
